[%];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h]
SLOPE;VMH200;VMH150;VMH125;VMH100;VMH075;VMH050;VMH030;VMH010
9477;813.34;610.01;508.34;406.67;305;203.34;122;40.67
9478;813.39;610.04;508.37;406.69;305.02;203.35;122.01;40.67
9479;813.43;610.07;508.39;406.72;305.04;203.36;122.01;40.67
9480;813.47;610.11;508.42;406.74;305.05;203.37;122.02;40.67
9481;813.52;610.14;508.45;406.76;305.07;203.38;122.03;40.68
9482;813.56;610.17;508.47;406.78;305.08;203.39;122.03;40.68
9483;813.6;610.2;508.5;406.8;305.1;203.4;122.04;40.68
9484;813.64;610.23;508.53;406.82;305.12;203.41;122.05;40.68
9485;813.69;610.27;508.55;406.84;305.13;203.42;122.05;40.68
9486;813.73;610.3;508.58;406.87;305.15;203.43;122.06;40.69
9487;813.77;610.33;508.61;406.89;305.17;203.44;122.07;40.69
9488;813.82;610.36;508.64;406.91;305.18;203.45;122.07;40.69
9489;813.86;610.39;508.66;406.93;305.2;203.46;122.08;40.69
9490;813.9;610.43;508.69;406.95;305.21;203.48;122.09;40.7
9491;813.95;610.46;508.72;406.97;305.23;203.49;122.09;40.7
9492;813.99;610.49;508.74;406.99;305.25;203.5;122.1;40.7
9493;814.03;610.52;508.77;407.02;305.26;203.51;122.1;40.7
9494;814.07;610.56;508.8;407.04;305.28;203.52;122.11;40.7
9495;814.12;610.59;508.82;407.06;305.29;203.53;122.12;40.71
9496;814.16;610.62;508.85;407.08;305.31;203.54;122.12;40.71
9497;814.2;610.65;508.88;407.1;305.33;203.55;122.13;40.71
9498;814.25;610.68;508.9;407.12;305.34;203.56;122.14;40.71
9499;814.29;610.72;508.93;407.14;305.36;203.57;122.14;40.71
9500;814.33;610.75;508.96;407.17;305.37;203.58;122.15;40.72
9501;814.37;610.78;508.98;407.19;305.39;203.59;122.16;40.72
9502;814.42;610.81;509.01;407.21;305.41;203.6;122.16;40.72
9503;814.46;610.84;509.04;407.23;305.42;203.61;122.17;40.72
9504;814.5;610.88;509.06;407.25;305.44;203.63;122.18;40.73
9505;814.55;610.91;509.09;407.27;305.45;203.64;122.18;40.73
9506;814.59;610.94;509.12;407.29;305.47;203.65;122.19;40.73
9507;814.63;610.97;509.14;407.32;305.49;203.66;122.19;40.73
9508;814.67;611.01;509.17;407.34;305.5;203.67;122.2;40.73
9509;814.72;611.04;509.2;407.36;305.52;203.68;122.21;40.74
9510;814.76;611.07;509.22;407.38;305.53;203.69;122.21;40.74
9511;814.8;611.1;509.25;407.4;305.55;203.7;122.22;40.74
9512;814.85;611.13;509.28;407.42;305.57;203.71;122.23;40.74
9513;814.89;611.17;509.3;407.44;305.58;203.72;122.23;40.74
9514;814.93;611.2;509.33;407.47;305.6;203.73;122.24;40.75
9515;814.97;611.23;509.36;407.49;305.62;203.74;122.25;40.75
9516;815.02;611.26;509.39;407.51;305.63;203.75;122.25;40.75
9517;815.06;611.29;509.41;407.53;305.65;203.76;122.26;40.75
9518;815.1;611.33;509.44;407.55;305.66;203.78;122.27;40.76
9519;815.14;611.36;509.47;407.57;305.68;203.79;122.27;40.76
9520;815.19;611.39;509.49;407.59;305.7;203.8;122.28;40.76
9521;815.23;611.42;509.52;407.62;305.71;203.81;122.28;40.76
9522;815.27;611.46;509.55;407.64;305.73;203.82;122.29;40.76
9523;815.32;611.49;509.57;407.66;305.74;203.83;122.3;40.77
9524;815.36;611.52;509.6;407.68;305.76;203.84;122.3;40.77
9525;815.4;611.55;509.63;407.7;305.78;203.85;122.31;40.77
9526;815.44;611.58;509.65;407.72;305.79;203.86;122.32;40.77
9527;815.49;611.62;509.68;407.74;305.81;203.87;122.32;40.77
9528;815.53;611.65;509.71;407.77;305.82;203.88;122.33;40.78
9529;815.57;611.68;509.73;407.79;305.84;203.89;122.34;40.78
9530;815.62;611.71;509.76;407.81;305.86;203.9;122.34;40.78
9531;815.66;611.74;509.79;407.83;305.87;203.91;122.35;40.78
9532;815.7;611.78;509.81;407.85;305.89;203.93;122.36;40.79
9533;815.74;611.81;509.84;407.87;305.9;203.94;122.36;40.79
9534;815.79;611.84;509.87;407.89;305.92;203.95;122.37;40.79
9535;815.83;611.87;509.89;407.91;305.94;203.96;122.37;40.79
9536;815.87;611.9;509.92;407.94;305.95;203.97;122.38;40.79
9537;815.92;611.94;509.95;407.96;305.97;203.98;122.39;40.8
9538;815.96;611.97;509.97;407.98;305.98;203.99;122.39;40.8
9539;816;612;510;408;306;204;122.4;40.8
9540;816.04;612.03;510.03;408.02;306.02;204.01;122.41;40.8
9541;816.09;612.06;510.05;408.04;306.03;204.02;122.41;40.8
9542;816.13;612.1;510.08;408.06;306.05;204.03;122.42;40.81
9543;816.17;612.13;510.11;408.09;306.06;204.04;122.43;40.81
9544;816.21;612.16;510.13;408.11;306.08;204.05;122.43;40.81
9545;816.26;612.19;510.16;408.13;306.1;204.06;122.44;40.81
9546;816.3;612.23;510.19;408.15;306.11;204.08;122.45;40.82
9547;816.34;612.26;510.21;408.17;306.13;204.09;122.45;40.82
9548;816.39;612.29;510.24;408.19;306.14;204.1;122.46;40.82
9549;816.43;612.32;510.27;408.21;306.16;204.11;122.46;40.82
9550;816.47;612.35;510.29;408.24;306.18;204.12;122.47;40.82
9551;816.51;612.39;510.32;408.26;306.19;204.13;122.48;40.83
9552;816.56;612.42;510.35;408.28;306.21;204.14;122.48;40.83
9553;816.6;612.45;510.37;408.3;306.22;204.15;122.49;40.83
9554;816.64;612.48;510.4;408.32;306.24;204.16;122.5;40.83
9555;816.68;612.51;510.43;408.34;306.26;204.17;122.5;40.83
9556;816.73;612.55;510.45;408.36;306.27;204.18;122.51;40.84
9557;816.77;612.58;510.48;408.39;306.29;204.19;122.52;40.84
9558;816.81;612.61;510.51;408.41;306.3;204.2;122.52;40.84
9559;816.86;612.64;510.53;408.43;306.32;204.21;122.53;40.84
9560;816.9;612.67;510.56;408.45;306.34;204.22;122.53;40.84
9561;816.94;612.71;510.59;408.47;306.35;204.24;122.54;40.85
9562;816.98;612.74;510.61;408.49;306.37;204.25;122.55;40.85
9563;817.03;612.77;510.64;408.51;306.39;204.26;122.55;40.85
9564;817.07;612.8;510.67;408.53;306.4;204.27;122.56;40.85
9565;817.11;612.83;510.7;408.56;306.42;204.28;122.57;40.86
9566;817.15;612.87;510.72;408.58;306.43;204.29;122.57;40.86
9567;817.2;612.9;510.75;408.6;306.45;204.3;122.58;40.86
9568;817.24;612.93;510.78;408.62;306.47;204.31;122.59;40.86
9569;817.28;612.96;510.8;408.64;306.48;204.32;122.59;40.86
9570;817.33;612.99;510.83;408.66;306.5;204.33;122.6;40.87
9571;817.37;613.03;510.86;408.68;306.51;204.34;122.61;40.87
9572;817.41;613.06;510.88;408.71;306.53;204.35;122.61;40.87
9573;817.45;613.09;510.91;408.73;306.55;204.36;122.62;40.87
9574;817.5;613.12;510.94;408.75;306.56;204.37;122.62;40.87
9575;817.54;613.15;510.96;408.77;306.58;204.38;122.63;40.88
9576;817.58;613.19;510.99;408.79;306.59;204.4;122.64;40.88
9577;817.62;613.22;511.02;408.81;306.61;204.41;122.64;40.88
9578;817.67;613.25;511.04;408.83;306.63;204.42;122.65;40.88
9579;817.71;613.28;511.07;408.85;306.64;204.43;122.66;40.89
9580;817.75;613.31;511.1;408.88;306.66;204.44;122.66;40.89
9581;817.8;613.35;511.12;408.9;306.67;204.45;122.67;40.89
9582;817.84;613.38;511.15;408.92;306.69;204.46;122.68;40.89
9583;817.88;613.41;511.18;408.94;306.71;204.47;122.68;40.89
9584;817.92;613.44;511.2;408.96;306.72;204.48;122.69;40.9
9585;817.97;613.47;511.23;408.98;306.74;204.49;122.69;40.9
9586;818.01;613.51;511.26;409;306.75;204.5;122.7;40.9
9587;818.05;613.54;511.28;409.03;306.77;204.51;122.71;40.9
9588;818.09;613.57;511.31;409.05;306.79;204.52;122.71;40.9
9589;818.14;613.6;511.34;409.07;306.8;204.53;122.72;40.91
9590;818.18;613.63;511.36;409.09;306.82;204.54;122.73;40.91
9591;818.22;613.67;511.39;409.11;306.83;204.56;122.73;40.91
9592;818.26;613.7;511.42;409.13;306.85;204.57;122.74;40.91
9593;818.31;613.73;511.44;409.15;306.87;204.58;122.75;40.92
9594;818.35;613.76;511.47;409.17;306.88;204.59;122.75;40.92
9595;818.39;613.79;511.5;409.2;306.9;204.6;122.76;40.92
9596;818.44;613.83;511.52;409.22;306.91;204.61;122.77;40.92
9597;818.48;613.86;511.55;409.24;306.93;204.62;122.77;40.92
9598;818.52;613.89;511.58;409.26;306.95;204.63;122.78;40.93
9599;818.56;613.92;511.6;409.28;306.96;204.64;122.78;40.93
9600;818.61;613.95;511.63;409.3;306.98;204.65;122.79;40.93
9601;818.65;613.99;511.66;409.32;306.99;204.66;122.8;40.93
9602;818.69;614.02;511.68;409.35;307.01;204.67;122.8;40.93
9603;818.73;614.05;511.71;409.37;307.03;204.68;122.81;40.94
9604;818.78;614.08;511.74;409.39;307.04;204.69;122.82;40.94
9605;818.82;614.11;511.76;409.41;307.06;204.7;122.82;40.94
9606;818.86;614.15;511.79;409.43;307.07;204.72;122.83;40.94
9607;818.9;614.18;511.82;409.45;307.09;204.73;122.84;40.95
9608;818.95;614.21;511.84;409.47;307.11;204.74;122.84;40.95
9609;818.99;614.24;511.87;409.49;307.12;204.75;122.85;40.95
9610;819.03;614.27;511.89;409.52;307.14;204.76;122.85;40.95
9611;819.07;614.31;511.92;409.54;307.15;204.77;122.86;40.95
9612;819.12;614.34;511.95;409.56;307.17;204.78;122.87;40.96
9613;819.16;614.37;511.97;409.58;307.18;204.79;122.87;40.96
9614;819.2;614.4;512;409.6;307.2;204.8;122.88;40.96
9615;819.25;614.43;512.03;409.62;307.22;204.81;122.89;40.96
9616;819.29;614.47;512.05;409.64;307.23;204.82;122.89;40.96
9617;819.33;614.5;512.08;409.67;307.25;204.83;122.9;40.97
9618;819.37;614.53;512.11;409.69;307.26;204.84;122.91;40.97
9619;819.42;614.56;512.13;409.71;307.28;204.85;122.91;40.97
9620;819.46;614.59;512.16;409.73;307.3;204.86;122.92;40.97
9621;819.5;614.63;512.19;409.75;307.31;204.88;122.93;40.98
9622;819.54;614.66;512.21;409.77;307.33;204.89;122.93;40.98
9623;819.59;614.69;512.24;409.79;307.34;204.9;122.94;40.98
9624;819.63;614.72;512.27;409.81;307.36;204.91;122.94;40.98
9625;819.67;614.75;512.29;409.84;307.38;204.92;122.95;40.98
9626;819.71;614.79;512.32;409.86;307.39;204.93;122.96;40.99
9627;819.76;614.82;512.35;409.88;307.41;204.94;122.96;40.99
9628;819.8;614.85;512.37;409.9;307.42;204.95;122.97;40.99
9629;819.84;614.88;512.4;409.92;307.44;204.96;122.98;40.99
9630;819.88;614.91;512.43;409.94;307.46;204.97;122.98;40.99
9631;819.93;614.94;512.45;409.96;307.47;204.98;122.99;41
9632;819.97;614.98;512.48;409.98;307.49;204.99;123;41
9633;820.01;615.01;512.51;410.01;307.5;205;123;41
9634;820.05;615.04;512.53;410.03;307.52;205.01;123.01;41
9635;820.1;615.07;512.56;410.05;307.54;205.02;123.01;41
9636;820.14;615.1;512.59;410.07;307.55;205.03;123.02;41.01
9637;820.18;615.14;512.61;410.09;307.57;205.05;123.03;41.01
9638;820.22;615.17;512.64;410.11;307.58;205.06;123.03;41.01
9639;820.27;615.2;512.67;410.13;307.6;205.07;123.04;41.01
9640;820.31;615.23;512.69;410.15;307.62;205.08;123.05;41.02
9641;820.35;615.26;512.72;410.18;307.63;205.09;123.05;41.02
9642;820.39;615.3;512.75;410.2;307.65;205.1;123.06;41.02
9643;820.44;615.33;512.77;410.22;307.66;205.11;123.07;41.02
9644;820.48;615.36;512.8;410.24;307.68;205.12;123.07;41.02
9645;820.52;615.39;512.83;410.26;307.7;205.13;123.08;41.03
9646;820.56;615.42;512.85;410.28;307.71;205.14;123.08;41.03
9647;820.61;615.46;512.88;410.3;307.73;205.15;123.09;41.03
9648;820.65;615.49;512.91;410.32;307.74;205.16;123.1;41.03
9649;820.69;615.52;512.93;410.35;307.76;205.17;123.1;41.03
9650;820.73;615.55;512.96;410.37;307.78;205.18;123.11;41.04
9651;820.78;615.58;512.99;410.39;307.79;205.19;123.12;41.04
9652;820.82;615.61;513.01;410.41;307.81;205.2;123.12;41.04
9653;820.86;615.65;513.04;410.43;307.82;205.22;123.13;41.04
9654;820.9;615.68;513.07;410.45;307.84;205.23;123.14;41.05
9655;820.95;615.71;513.09;410.47;307.86;205.24;123.14;41.05
9656;820.99;615.74;513.12;410.49;307.87;205.25;123.15;41.05
9657;821.03;615.77;513.15;410.52;307.89;205.26;123.15;41.05
9658;821.07;615.81;513.17;410.54;307.9;205.27;123.16;41.05
9659;821.12;615.84;513.2;410.56;307.92;205.28;123.17;41.06
9660;821.16;615.87;513.22;410.58;307.93;205.29;123.17;41.06
9661;821.2;615.9;513.25;410.6;307.95;205.3;123.18;41.06
9662;821.24;615.93;513.28;410.62;307.97;205.31;123.19;41.06
9663;821.29;615.97;513.3;410.64;307.98;205.32;123.19;41.06
9664;821.33;616;513.33;410.66;308;205.33;123.2;41.07
9665;821.37;616.03;513.36;410.69;308.01;205.34;123.21;41.07
9666;821.41;616.06;513.38;410.71;308.03;205.35;123.21;41.07
9667;821.46;616.09;513.41;410.73;308.05;205.36;123.22;41.07
9668;821.5;616.12;513.44;410.75;308.06;205.37;123.22;41.07
9669;821.54;616.16;513.46;410.77;308.08;205.39;123.23;41.08
9670;821.58;616.19;513.49;410.79;308.09;205.4;123.24;41.08
9671;821.63;616.22;513.52;410.81;308.11;205.41;123.24;41.08
9672;821.67;616.25;513.54;410.83;308.13;205.42;123.25;41.08
9673;821.71;616.28;513.57;410.86;308.14;205.43;123.26;41.09
9674;821.75;616.32;513.6;410.88;308.16;205.44;123.26;41.09
9675;821.8;616.35;513.62;410.9;308.17;205.45;123.27;41.09
9676;821.84;616.38;513.65;410.92;308.19;205.46;123.28;41.09
9677;821.88;616.41;513.68;410.94;308.21;205.47;123.28;41.09
9678;821.92;616.44;513.7;410.96;308.22;205.48;123.29;41.1
9679;821.97;616.48;513.73;410.98;308.24;205.49;123.3;41.1
9680;822.01;616.51;513.76;411;308.25;205.5;123.3;41.1
9681;822.05;616.54;513.78;411.03;308.27;205.51;123.31;41.1
9682;822.09;616.57;513.81;411.05;308.29;205.52;123.31;41.1
9683;822.14;616.6;513.84;411.07;308.3;205.53;123.32;41.11
9684;822.18;616.63;513.86;411.09;308.32;205.54;123.33;41.11
9685;822.22;616.67;513.89;411.11;308.33;205.56;123.33;41.11
9686;822.26;616.7;513.92;411.13;308.35;205.57;123.34;41.11
9687;822.31;616.73;513.94;411.15;308.37;205.58;123.35;41.12
9688;822.35;616.76;513.97;411.17;308.38;205.59;123.35;41.12
9689;822.39;616.79;513.99;411.2;308.4;205.6;123.36;41.12
9690;822.43;616.83;514.02;411.22;308.41;205.61;123.37;41.12
9691;822.48;616.86;514.05;411.24;308.43;205.62;123.37;41.12
9692;822.52;616.89;514.07;411.26;308.44;205.63;123.38;41.13
9693;822.56;616.92;514.1;411.28;308.46;205.64;123.38;41.13
9694;822.6;616.95;514.13;411.3;308.48;205.65;123.39;41.13
9695;822.65;616.98;514.15;411.32;308.49;205.66;123.4;41.13
9696;822.69;617.02;514.18;411.34;308.51;205.67;123.4;41.13
9697;822.73;617.05;514.21;411.37;308.52;205.68;123.41;41.14
9698;822.77;617.08;514.23;411.39;308.54;205.69;123.42;41.14
9699;822.82;617.11;514.26;411.41;308.56;205.7;123.42;41.14
9700;822.86;617.14;514.29;411.43;308.57;205.71;123.43;41.14
9701;822.9;617.18;514.31;411.45;308.59;205.73;123.44;41.15
9702;822.94;617.21;514.34;411.47;308.6;205.74;123.44;41.15
9703;822.99;617.24;514.37;411.49;308.62;205.75;123.45;41.15
9704;823.03;617.27;514.39;411.51;308.64;205.76;123.45;41.15
9705;823.07;617.3;514.42;411.54;308.65;205.77;123.46;41.15
9706;823.11;617.33;514.45;411.56;308.67;205.78;123.47;41.16
9707;823.16;617.37;514.47;411.58;308.68;205.79;123.47;41.16
9708;823.2;617.4;514.5;411.6;308.7;205.8;123.48;41.16
9709;823.24;617.43;514.52;411.62;308.71;205.81;123.49;41.16
9710;823.28;617.46;514.55;411.64;308.73;205.82;123.49;41.16
9711;823.32;617.49;514.58;411.66;308.75;205.83;123.5;41.17
9712;823.37;617.53;514.6;411.68;308.76;205.84;123.51;41.17
9713;823.41;617.56;514.63;411.7;308.78;205.85;123.51;41.17
9714;823.45;617.59;514.66;411.73;308.79;205.86;123.52;41.17
9715;823.49;617.62;514.68;411.75;308.81;205.87;123.52;41.17
9716;823.54;617.65;514.71;411.77;308.83;205.88;123.53;41.18
9717;823.58;617.68;514.74;411.79;308.84;205.89;123.54;41.18
9718;823.62;617.72;514.76;411.81;308.86;205.91;123.54;41.18
9719;823.66;617.75;514.79;411.83;308.87;205.92;123.55;41.18
9720;823.71;617.78;514.82;411.85;308.89;205.93;123.56;41.19
9721;823.75;617.81;514.84;411.87;308.91;205.94;123.56;41.19
9722;823.79;617.84;514.87;411.9;308.92;205.95;123.57;41.19
9723;823.83;617.87;514.9;411.92;308.94;205.96;123.57;41.19
9724;823.88;617.91;514.92;411.94;308.95;205.97;123.58;41.19
9725;823.92;617.94;514.95;411.96;308.97;205.98;123.59;41.2
9726;823.96;617.97;514.98;411.98;308.99;205.99;123.59;41.2
9727;824;618;515;412;309;206;123.6;41.2
9728;824.05;618.03;515.03;412.02;309.02;206.01;123.61;41.2
9729;824.09;618.07;515.05;412.04;309.03;206.02;123.61;41.2
9730;824.13;618.1;515.08;412.06;309.05;206.03;123.62;41.21
9731;824.17;618.13;515.11;412.09;309.06;206.04;123.63;41.21
9732;824.21;618.16;515.13;412.11;309.08;206.05;123.63;41.21
9733;824.26;618.19;515.16;412.13;309.1;206.06;123.64;41.21
9734;824.3;618.22;515.19;412.15;309.11;206.07;123.64;41.21
9735;824.34;618.26;515.21;412.17;309.13;206.09;123.65;41.22
9736;824.38;618.29;515.24;412.19;309.14;206.1;123.66;41.22
9737;824.43;618.32;515.27;412.21;309.16;206.11;123.66;41.22
9738;824.47;618.35;515.29;412.23;309.18;206.12;123.67;41.22
9739;824.51;618.38;515.32;412.26;309.19;206.13;123.68;41.23
9740;824.55;618.41;515.35;412.28;309.21;206.14;123.68;41.23
9741;824.6;618.45;515.37;412.3;309.22;206.15;123.69;41.23
9742;824.64;618.48;515.4;412.32;309.24;206.16;123.7;41.23
9743;824.68;618.51;515.43;412.34;309.26;206.17;123.7;41.23
9744;824.72;618.54;515.45;412.36;309.27;206.18;123.71;41.24
9745;824.76;618.57;515.48;412.38;309.29;206.19;123.71;41.24
9746;824.81;618.61;515.5;412.4;309.3;206.2;123.72;41.24
9747;824.85;618.64;515.53;412.42;309.32;206.21;123.73;41.24
9748;824.89;618.67;515.56;412.45;309.33;206.22;123.73;41.24
9749;824.93;618.7;515.58;412.47;309.35;206.23;123.74;41.25
9750;824.98;618.73;515.61;412.49;309.37;206.24;123.75;41.25
9751;825.02;618.76;515.64;412.51;309.38;206.25;123.75;41.25
9752;825.06;618.8;515.66;412.53;309.4;206.27;123.76;41.25
9753;825.1;618.83;515.69;412.55;309.41;206.28;123.77;41.26
9754;825.15;618.86;515.72;412.57;309.43;206.29;123.77;41.26
9755;825.19;618.89;515.74;412.59;309.45;206.3;123.78;41.26
9756;825.23;618.92;515.77;412.62;309.46;206.31;123.78;41.26
9757;825.27;618.95;515.8;412.64;309.48;206.32;123.79;41.26
9758;825.31;618.99;515.82;412.66;309.49;206.33;123.8;41.27
9759;825.36;619.02;515.85;412.68;309.51;206.34;123.8;41.27
9760;825.4;619.05;515.87;412.7;309.52;206.35;123.81;41.27
9761;825.44;619.08;515.9;412.72;309.54;206.36;123.82;41.27
9762;825.48;619.11;515.93;412.74;309.56;206.37;123.82;41.27
9763;825.53;619.14;515.95;412.76;309.57;206.38;123.83;41.28
9764;825.57;619.18;515.98;412.78;309.59;206.39;123.84;41.28
9765;825.61;619.21;516.01;412.81;309.6;206.4;123.84;41.28
9766;825.65;619.24;516.03;412.83;309.62;206.41;123.85;41.28
9767;825.7;619.27;516.06;412.85;309.64;206.42;123.85;41.28
9768;825.74;619.3;516.09;412.87;309.65;206.43;123.86;41.29
9769;825.78;619.33;516.11;412.89;309.67;206.44;123.87;41.29
9770;825.82;619.37;516.14;412.91;309.68;206.46;123.87;41.29
9771;825.86;619.4;516.17;412.93;309.7;206.47;123.88;41.29
9772;825.91;619.43;516.19;412.95;309.71;206.48;123.89;41.3
9773;825.95;619.46;516.22;412.97;309.73;206.49;123.89;41.3
9774;825.99;619.49;516.24;413;309.75;206.5;123.9;41.3
9775;826.03;619.52;516.27;413.02;309.76;206.51;123.9;41.3
9776;826.08;619.56;516.3;413.04;309.78;206.52;123.91;41.3
9777;826.12;619.59;516.32;413.06;309.79;206.53;123.92;41.31
9778;826.16;619.62;516.35;413.08;309.81;206.54;123.92;41.31
9779;826.2;619.65;516.38;413.1;309.83;206.55;123.93;41.31
9780;826.24;619.68;516.4;413.12;309.84;206.56;123.94;41.31
9781;826.29;619.72;516.43;413.14;309.86;206.57;123.94;41.31
9782;826.33;619.75;516.46;413.16;309.87;206.58;123.95;41.32
9783;826.37;619.78;516.48;413.19;309.89;206.59;123.96;41.32
9784;826.41;619.81;516.51;413.21;309.91;206.6;123.96;41.32
9785;826.46;619.84;516.53;413.23;309.92;206.61;123.97;41.32
9786;826.5;619.87;516.56;413.25;309.94;206.62;123.97;41.32
9787;826.54;619.91;516.59;413.27;309.95;206.64;123.98;41.33
9788;826.58;619.94;516.61;413.29;309.97;206.65;123.99;41.33
9789;826.62;619.97;516.64;413.31;309.98;206.66;123.99;41.33
9790;826.67;620;516.67;413.33;310;206.67;124;41.33
9791;826.71;620.03;516.69;413.35;310.02;206.68;124.01;41.34
9792;826.75;620.06;516.72;413.38;310.03;206.69;124.01;41.34
9793;826.79;620.1;516.75;413.4;310.05;206.7;124.02;41.34
9794;826.84;620.13;516.77;413.42;310.06;206.71;124.03;41.34
9795;826.88;620.16;516.8;413.44;310.08;206.72;124.03;41.34
9796;826.92;620.19;516.83;413.46;310.1;206.73;124.04;41.35
9797;826.96;620.22;516.85;413.48;310.11;206.74;124.04;41.35
9798;827;620.25;516.88;413.5;310.13;206.75;124.05;41.35
9799;827.05;620.29;516.9;413.52;310.14;206.76;124.06;41.35
9800;827.09;620.32;516.93;413.54;310.16;206.77;124.06;41.35
9801;827.13;620.35;516.96;413.57;310.17;206.78;124.07;41.36
9802;827.17;620.38;516.98;413.59;310.19;206.79;124.08;41.36
9803;827.22;620.41;517.01;413.61;310.21;206.8;124.08;41.36
9804;827.26;620.44;517.04;413.63;310.22;206.81;124.09;41.36
9805;827.3;620.47;517.06;413.65;310.24;206.82;124.09;41.36
9806;827.34;620.51;517.09;413.67;310.25;206.84;124.1;41.37
9807;827.38;620.54;517.12;413.69;310.27;206.85;124.11;41.37
9808;827.43;620.57;517.14;413.71;310.28;206.86;124.11;41.37
9809;827.47;620.6;517.17;413.73;310.3;206.87;124.12;41.37
9810;827.51;620.63;517.19;413.76;310.32;206.88;124.13;41.38
9811;827.55;620.66;517.22;413.78;310.33;206.89;124.13;41.38
9812;827.6;620.7;517.25;413.8;310.35;206.9;124.14;41.38
9813;827.64;620.73;517.27;413.82;310.36;206.91;124.15;41.38
9814;827.68;620.76;517.3;413.84;310.38;206.92;124.15;41.38
9815;827.72;620.79;517.33;413.86;310.4;206.93;124.16;41.39
9816;827.76;620.82;517.35;413.88;310.41;206.94;124.16;41.39
9817;827.81;620.85;517.38;413.9;310.43;206.95;124.17;41.39
9818;827.85;620.89;517.41;413.92;310.44;206.96;124.18;41.39
9819;827.89;620.92;517.43;413.95;310.46;206.97;124.18;41.39
9820;827.93;620.95;517.46;413.97;310.47;206.98;124.19;41.4
9821;827.97;620.98;517.48;413.99;310.49;206.99;124.2;41.4
9822;828.02;621.01;517.51;414.01;310.51;207;124.2;41.4
9823;828.06;621.04;517.54;414.03;310.52;207.01;124.21;41.4
9824;828.1;621.08;517.56;414.05;310.54;207.03;124.22;41.41
9825;828.14;621.11;517.59;414.07;310.55;207.04;124.22;41.41
9826;828.19;621.14;517.62;414.09;310.57;207.05;124.23;41.41
9827;828.23;621.17;517.64;414.11;310.59;207.06;124.23;41.41
